Item Number	Category Name	Item Description	Vendor	Vendor Name	Bottle Volume (ml)	Pack	Inner Pack	Age	Proof	List Date	UPC	SCC	State Bottle Cost	State Case Cost	State Bottle Retail	Report Date
63510	Cocktails / RTD	Sandra Lee Cocktail Time Margarita	260	DIAGEO AMERICAS	750	12	1	0	26	06/01/2015	85592123344	10083664870803	7.49	89.88	11.24	10/01/2021
74476	Temporary & Specialty Packages	Hiram Walker Pumpkin Spice DISCO	370	PERNOD RICARD USA	750	12	1	0	30	09/01/2014	82301750013	10085592104333	3.99	47.88	5.99	10/01/2021
63511	Cocktails / RTD	Sandra Lee Cocktail Time Strawberry Margarita	260	DIAGEO AMERICAS	750	12	1	0	26	06/01/2015	85592123344	10059824001950	7.49	89.88	11.24	10/01/2021
903380	Special Order Items	Corazon Blanco	421	SAZERAC COMPANY  INC	750	6	1	0	80	10/08/2008	85592123344	10083089005958	14.93	89.56	22.40	10/01/2021
63522	Cocktails /RTD	Salvadors Original Margarita 4pk	434	LUXCO INC	800	6	4	0	20	08/01/2010	88352120133	10083089005958	4.00	24.00	6.00	10/01/2021
86684	Neutral Grain Spirits Flavored	Firefly Apple Pie Moonshine	421	SAZERAC COMPANY  INC	750	12	1	0	60	04/01/2013	88352120133	10897291000669	9.88	118.56	14.82	10/01/2021
902165	Special Order Items	Phillips Raspberry Long Island Iced Tea	380	Phillips Beverage	1750	6	1	0	40	10/13/2008	88352120133	10087116036687	8.30	49.80	12.45	10/01/2021
903382	Special Order Items	Jewel Of Russia Ultra	033	BMC Imports	1000	6	1	0	80	02/01/2007	88352120133	34607160292565	65.00	390.00	97.50	10/01/2021
904866	Special Order Items	HA Glenfiddich 21YR Gran Reserva	240	William Grant & Sons Inc	750	3	1	0	80	08/23/2010	83664869237	34607160292565	93.33	279.98	140.00	10/01/2021
74772	Iowa Distilleries	Howdys Apple Pie	125	CEDAR RIDGE VINEYARDS LL	750	6	1	0	40	11/29/2012	85592123344	10059824001950	8.89	53.32	13.34	10/01/2021
63530	Cocktails /RTD	Salvadors Original Margarita PET	434	LUXCO INC	1750	6	1	0	26	08/01/2013	88352128580	10855037005125	6.00	36.00	9.00	10/01/2021
929410	Special Order Items	Bluecoat American Dry Gin	368	Park Street Imports	750	6	1	0	94	02/25/2014	88352128580	858198001015	15.50	93.00	23.25	10/01/2021
63536	Cocktails / RTD	Salvadors Paloma	434	LUXCO INC	1750	6	1	0	20	08/01/2015	88352128580	858198001015	6.00	36.00	9.00	10/01/2021
74776	Temporary & Specialty Packages	Iowa Coffee Company Liqueur	306	MISSISSIPPI RIVER DISTIL	375	12	1	0	40	12/01/2017	83664869237	10855037005125	9.00	108.00	13.50	10/01/2021
900753	Scotch Whiskies	Two Casks- Caol IIa & Speyburn Sherry	885	YAHARA BAY DISTILLERS INC	100	6	1	0	86	02/10/2015	82184056110	10892060107822	9.25	55.50	13.88	10/01/2021
904869	Special Order Items	Don Q Mojito DISCO	451	SERRALLES USA	750	12	1	0	40	08/25/2010	82184056110	10892060107822	6.42	76.94	9.63	10/01/2021
86685	Neutral Grain Spirits Flavored	Firefly Blackberry Moonshine	421	SAZERAC COMPANY  INC	750	12	1	0	71	06/01/2014	82184056110	10892060107822	9.88	118.48	14.82	10/01/2021
929570	Imported Cordials & Liqueurs	Ty Ku Coconut	469	DAVOS BRANDS LLC	750	6	1	0	24	05/01/2016	82184056110	10736040524387	7.00	42.00	10.50	10/01/2021
63541	Cocktails / RTD	Sauza Sparkling Wild Berry Margarita	065	Jim Beam Brands	750	12	1	0	20	03/01/2013	82184056110	10736040524387	6.82	81.84	10.23	10/01/2021
903384	Special Order Items	Dubouchett Blackberry Brandy	259	Heaven Hill Brands	750	12	1	0	70	12/01/1987	82184056110	10096749200815	4.47	53.60	6.71	10/01/2021
63543	Cocktails / RTD	Sauza Sparkling Mango Margarita	065	Jim Beam Brands	750	12	1	0	20	03/01/2013	80686851035	10096749200815	6.82	81.84	10.23	10/01/2021
900766	Special Order Items	Glenrothes 1998 DISCO	266	Edrington Group USA LLC	750	6	1	0	86	05/07/2012	80686851035	10087229176980	39.92	239.52	59.88	10/01/2021
904872	Special Order Items	Bacardi Big Apple	035	BACARDI USA INC	1000	12	1	0	70	05/01/2009	80480401023	10087229176980	9.50	114.00	14.25	10/01/2021
74790	American Cordials & Liqueurs	Ice Surge Berry Blizzard	065	Jim Beam Brands	750	12	1	0	70	11/01/2013	80480401023	10087229176980	8.92	107.04	13.38	10/01/2021
63545	Cocktails / RTD	Sauza Sparkling Lime Margarita	065	Jim Beam Brands	750	12	1	0	20	03/01/2013	80480401023	10087229176980	6.82	81.84	10.23	10/01/2021
903385	100% Agave Tequila	SOOH Gran Centenario Reposado	395	PROXIMO	750	12	1	0	80	10/10/2007	80480401023	10811538014233	28.08	336.86	42.12	10/01/2021
903388	Special Order Items	Finlandia Mango Fusion	085	Brown Forman Corp.	750	12	1	0	70	04/01/2008	80480401023	10081128136311	8.57	102.83	12.86	10/01/2021
929969	American Gins	Dry Fly Gin	158	DRY FLY DISTILLING INC	750	3	1	0	80	09/01/2014	80480401023	10850548004018	21.84	65.50	32.76	10/01/2021
900832	Tennessee Whiskies	Jack Daniels Master Distiller Series 1	085	Brown Forman Corp.	750	12	1	0	86	11/01/2014	82184065518	10850548004018	16.52	198.13	24.78	10/01/2021
63683	Cocktails / RTD	Salvadors Strawberry Margarita 4pk	434	LUXCO INC	800	6	4	0	20	01/01/2014	88352120607	10850548004018	3.55	21.30	5.33	10/01/2021
900912	Special Order Items	Hunters Herbal Liqueur	885	YAHARA BAY DISTILLERS INC	1750	1	1	0	70	08/06/2012	88352120607	10892060105439	29.19	29.19	43.79	10/01/2021
63740	Cocktails / RTD	Studebaker Old Fashioned	260	DIAGEO AMERICAS	750	12	1	0	60	10/01/2015	82000774990	10892060105439	12.49	149.88	18.74	10/01/2021
900975	Special Order Items	Sour Cherry	885	YAHARA BAY DISTILLERS INC	1750	1	1	0	30	08/06/2012	82000774990	10892060105460	24.64	24.64	36.96	10/01/2021
901005	Special Order Items	Blair Athol	885	YAHARA BAY DISTILLERS INC	1000	1	1	0	80	04/06/2012	82000774990	10892060104463	48.94	48.94	73.41	10/01/2021
86686	Neutral Grain Spirits Flavored	Firefly Caramel Moonshine	421	SAZERAC COMPANY  INC	750	12	1	0	60	12/01/2013	82000774990	10897291000676	9.88	118.56	14.82	10/01/2021
902177	Special Order Items	Beams Choice Bourbon DISCO	065	Jim Beam Brands	1750	6	1	0	80	10/01/2003	82000774990	10080686014109	20.99	125.94	31.49	10/01/2021
86688	Neutral Grain Spirits Flavored	Firefly Strawberry Moonshine	421	SAZERAC COMPANY  INC	750	12	1	0	41	04/01/2013	82000774990	10080686014109	9.88	118.48	14.82	10/01/2021
930051	American Dry Gins	Fleischmanns Gin Mini	421	SAZERAC COMPANY  INC	50	10	12	0	80	06/01/2016	82000774990	10082928210294	6.00	60.00	9.00	10/01/2021
86691	Tennessee Whiskies	Jack Daniels Tennessee Fire Mini	085	Brown Forman Corp.	50	12	10	0	70	03/01/2015	82184201183	10082928210294	11.50	138.00	17.25	10/01/2021
74792	American Cordials & Liqueurs	Ice Surge Tropical Freeze	065	Jim Beam Brands	750	12	1	0	70	11/01/2013	82184201183	10082928210294	8.92	107.04	13.38	10/01/2021
63741	Cocktails / RTD	Studebaker Manhattan	260	DIAGEO AMERICAS	750	12	1	0	60	10/01/2015	82000774983	10082928210294	12.49	149.88	18.74	10/01/2021
75087	Imported Distilled Spirit Specialty	Juarez Gold DSS	434	LUXCO INC	1000	12	1	0	80	08/01/2000	88352119519	10082928210294	5.00	60.00	7.50	10/01/2021
86692	Tennessee Whiskies	Jack Daniels Tennessee Fire	085	Brown Forman Corp.	750	12	1	0	70	03/01/2015	82184001172	10082928210294	15.57	186.84	23.36	10/01/2021
75208	American Cordials & Liqueur	Kinky Pink Mini	322	Prestige Wine & Spirits Group / United States Distilled Products Co	50	6	10	0	34	11/01/2011	84279985978	10082928210294	4.84	29.04	7.26	10/01/2021
86693	Tennessee Whiskies	Jack Daniels Tennessee Fire	085	Brown Forman Corp.	1000	12	1	0	70	03/01/2015	82184001165	10082928210294	19.76	237.12	29.64	10/01/2021
904880	Special Order Items	Pinnacle County Fair Cotton DISCO	065	Jim Beam Brands	750	12	1	0	70	07/12/2010	82184001165	10080686926020	7.88	94.45	11.82	10/01/2021
930852	American Dry Gins	Letherbee Gin - use code 930851	118	AMERICAN SPIRITS EXCHANGE	750	12	1	0	96	02/01/2016	82184001165	10860148000112	16.34	196.08	24.51	10/01/2021
930853	American Gins	Letherbee Gin - use code 930854	118	AMERICAN SPIRITS EXCHANGE	1000	12	1	0	96	06/01/2015	82184001165	10860148000105	17.17	206.00	25.76	10/01/2021
86694	Tennessee Whiskies	Jack Daniels Tennessee Fire	085	Brown Forman Corp.	1750	6	1	0	70	03/01/2015	82184001219	10860148000105	31.72	190.32	47.58	10/01/2021
931980	American Dry Gins	Ransom Old Tom Gin	254	Ransom Spirits LLC	750	12	1	3	88	03/01/2016	82184001219	10665991040106	21.50	258.00	32.25	10/01/2021
63745	Cocktails / RTD	TGIFridays Barbados Rum Punch	112	AMERICAN VINTAGE BEVERAGE	1750	6	1	0	25	06/01/2015	82184001219	10665991040106	7.52	45.12	11.28	10/01/2021
86698	Tennessee Whiskies	Jack Daniels Tennessee Fire	085	Brown Forman Corp.	375	24	1	0	70	03/01/2015	82184001561	10665991040106	7.75	186.00	11.63	10/01/2021
904884	Special Order Items	Ice Hole Exotic Schnapps	380	Phillips Beverage	1000	12	1	0	34	09/13/2010	82184001561	10087116035338	6.75	81.00	10.13	10/01/2021
901025	Special Order Items	Absinthe Verde	885	YAHARA BAY DISTILLERS INC	750	10	1	0	110	04/18/2012	82184001561	10892060103978	23.32	69.94	34.98	10/01/2021
903389	Special Order Items	Dekuyper Creme de Cacao White DISCO	065	Jim Beam Brands	750	12	1	0	54	12/01/1987	82184001561	10080686321030	6.47	77.64	9.71	10/01/2021
904888	American Brandies	Christian Bros Frost White Brandy	259	Heaven Hill Brands	1750	6	1	0	70	05/15/2009	82184001561	10086036860617	12.00	72.00	18.00	10/01/2021
901026	Special Order Items	Absinthe Verde	885	YAHARA BAY DISTILLERS INC	375	6	1	0	110	04/18/2012	82184001561	10892060103961	13.09	78.52	19.64	10/01/2021
932216	Special Order Items	Seagrams Distillers Reserve Gin	370	PERNOD RICARD USA	750	12	1	0	94	12/05/2013	82184001561	10892060103961	6.99	83.88	10.49	10/01/2021
63781	Cocktails / RTD	TGIFridays Long Island Iced Tea	112	AMERICAN VINTAGE BEVERAGE	1750	6	1	0	25	06/01/2015	82184001561	815829010976	7.52	45.12	11.28	10/01/2021
932342	American Distilled Spirits Specialty	St George Absinthe Verte	448	ST GEORGE SPIRITS INC	750	6	1	0	120	04/01/2016	27724607506	815829010976	30.00	180.00	45.00	10/01/2021
904895	Special Order Items	Mt Gay Silver Rum DISCO	389	REMY COINTREAU USA INC	750	12	1	0	80	09/14/2010	27724607506	10087236950603	9.98	119.76	14.97	10/01/2021
63810	Cocktails / RTD	TGIFridays Strawberry Margarita	112	AMERICAN VINTAGE BEVERAGE	1750	6	1	0	25	06/01/2015	27724607506	10087236950603	7.52	45.12	11.28	10/01/2021
63812	Cocktails /RTD	TGIFridays Ultimate Mudslide	112	AMERICAN VINTAGE BEVERAGE	1750	6	1	0	25	06/01/2015	27724607506	815829010938	7.52	45.12	11.28	10/01/2021
75209	American Cordials & Liqueur	Kinky Pink	322	Prestige Wine & Spirits Group / United States Distilled Products Co	375	12	1	0	34	02/01/2013	84279989457	815829010938	5.00	60.00	7.50	10/01/2021
63865	Cocktails / RTD	TGIFridays Ultimate Orange Dream	112	AMERICAN VINTAGE BEVERAGE	1750	6	1	0	25	02/01/2016	84279989457	815829011553	7.52	45.12	11.28	10/01/2021
902180	Single Malt Scotch	HA Glenlivet 25YR	370	PERNOD RICARD USA	750	3	1	25	86	11/01/2020	84279989457	10080432103682	249.88	749.64	374.82	10/01/2021
904898	Special Order Items	Everclear 151	434	LUXCO INC	1750	6	1	0	151	09/16/2010	84279989457	10088352123070	18.67	112.00	28.01	10/01/2021
75211	American Cordials & Liqueur	Kinky Pink	322	Prestige Wine & Spirits Group / United States Distilled Products Co	750	12	1	0	34	12/01/2012	84279989457	10084279983438	10.00	120.00	15.00	10/01/2021
75212	American Cordials & Liqueur	Kinky Blue Mini	322	Prestige Wine & Spirits Group / United States Distilled Products Co	50	6	10	0	34	06/01/2013	84279991528	10084279983438	4.84	29.04	7.26	10/01/2021
63959	Cocktails /RTD	UV Blue Raspberry Lemonade PET	380	Phillips Beverage	1750	6	1	0	25	06/01/2010	87116013803	10084279983438	5.97	35.80	8.96	10/01/2021
75213	American Cordials & Liqueur	Kinky Blue	322	Prestige Wine & Spirits Group / United States Distilled Products Co	375	12	1	0	34	10/01/2013	84279992105	10084279983438	5.00	60.00	7.50	10/01/2021
901027	Special Order Items	Absinthe Verde	885	YAHARA BAY DISTILLERS INC	200	6	1	0	110	04/18/2012	84279992105	10892060103954	9.45	56.66	14.18	10/01/2021
63963	Cocktails / RTD	UV Pink Lemonade Cocktail PET	380	Phillips Beverage	1750	6	1	0	25	06/01/2010	87116013766	10892060103954	5.97	35.80	8.96	10/01/2021
86704	Blended Whiskies	Jeremiah Weed Cinnamon Whiskey	260	DIAGEO AMERICAS	750	12	1	0	71	08/01/2014	87116013766	10892060103954	9.65	115.79	14.48	10/01/2021
86707	Blended Whiskies	Jeremiah Weed Sarsaparilla Whiskey	260	DIAGEO AMERICAS	750	12	1	0	70	08/01/2014	87116013766	10892060103954	9.65	115.79	14.48	10/01/2021
902188	Special Order Items	Burnetts Orange	259	Heaven Hill Brands	1750	6	1	0	70	09/26/2007	87116013766	96749200351	9.49	56.94	14.24	10/01/2021
932343	American Dry Gins	St George Terroir Gin	448	ST GEORGE SPIRITS INC	750	6	1	0	90	02/01/2016	27724227506	96749200351	17.50	105.00	26.25	10/01/2021
903391	Special Order Items	Moletto Grappa D'nebbiolo	297	Laird & Company	750	6	1	0	80	06/10/2008	27724227506	10084848808322	19.62	117.70	29.43	10/01/2021
75214	American Cordials & Liqueur	Kinky Blue	322	Prestige Wine & Spirits Group / United States Distilled Products Co	750	12	1	0	34	06/01/2013	84279991535	10084848808322	10.00	120.00	15.00	10/01/2021
901028	Special Order Items	Absinthe Verde	885	YAHARA BAY DISTILLERS INC	100	6	1	0	110	04/18/2012	84279991535	10892060103947	6.73	40.36	10.10	10/01/2021
902190	Special Order Items	Luxardo Maraschino	391	HOTALING & CO	750	12	1	0	80	03/01/2007	84279991535	10086891026234	17.50	210.00	26.25	10/01/2021
932512	Special Order Items	City Amber Gin	311	MODERN SPIRIT LLC / Greenbar Distillery	750	6	1	0	84	05/01/2013	84279991535	10855675001343	19.17	115.00	28.76	10/01/2021
903394	Special Order Items	Tanqueray Gin	260	DIAGEO AMERICAS	200	48	1	0	95	12/15/1987	84279991535	88076175112	3.88	186.00	5.82	10/01/2021
75215	American Cordials & Liqueurs	Kinky Gold Mini	322	Prestige Wine & Spirits Group / United States Distilled Products Co	50	6	10	0	34	10/01/2014	84279991535	88076175112	7.47	44.80	11.21	10/01/2021
904900	Special Order Items	Conjure	305	Mhw LTD	750	6	1	0	80	09/21/2010	84279991535	10081380701012	21.34	128.04	32.01	10/01/2021
932650	Flavored Gin	SOOH Uncle Vals Botanical Gin	110	3 BADGE CORPORATION	750	6	1	0	90	12/01/2015	85924100319	10081380701012	19.25	115.50	28.88	10/01/2021
902192	Special Order Items	Bushmills 10YR Irish Whiskey	395	PROXIMO	750	6	1	0	80	02/25/2000	85924100319	88076176584	22.50	135.00	33.75	10/01/2021
903396	Special Order Items	Disaronno Amaretto	130	DISARONNO INTERNATIONAL	1750	6	1	0	56	01/26/2007	50037016420	88076176584	19.00	113.95	28.50	10/01/2021
75216	American Cordials & Liqueur	Kinky Gold DISCO	322	Prestige Wine & Spirits Group / United States Distilled Products Co	750	12	1	0	34	10/01/2014	84279994123	88076176584	10.00	120.00	15.00	10/01/2021
904901	Special Order Items	Ypioca Cachaca Ouro	391	HOTALING & CO	1000	12	1	0	78	09/21/2010	84279994123	17896383700039	14.00	167.97	21.00	10/01/2021
933282	Flavored Gin	Seagrams Pineapple Twisted Gin	370	PERNOD RICARD USA	750	12	1	0	70	09/01/2015	80432107485	17896383700039	5.99	71.88	8.99	10/01/2021
902199	Special Order Items	Feeneys Irish Cream	421	SAZERAC COMPANY  INC	750	12	1	0	34	12/17/1993	80432107485	10088004143746	7.09	85.00	10.64	10/01/2021
903410	Special Order Items	HA Elmer T Lee	421	SAZERAC COMPANY  INC	750	12	1	0	90	09/01/2007	80432107485	10088004143746	15.00	179.97	22.50	10/01/2021
75224	American Cordials & Liqueur	Kinky Red Mini	322	Prestige Wine & Spirits Group / United States Distilled Products Co	50	6	10	0	34	06/01/2016	84279998343	10088004143746	4.84	29.04	7.26	10/01/2021
75226	American Cordials & Liqueur	Kinky Red	322	Prestige Wine & Spirits Group / United States Distilled Products Co	750	12	1	0	34	06/01/2016	84279998350	10088004143746	10.00	120.00	15.00	10/01/2021
902203	Straight Bourbon Whiskies	HA Old Rip Van Winkle 12YR (Pappy)	421	SAZERAC COMPANY  INC	750	3	1	0	90	08/22/2008	89319123730	10088004143746	45.00	135.00	67.50	10/01/2021
75288	Imported Vodka	La Collection Viking Ship	100	AIKO IMPORTERS INC	750	4	1	0	80	05/01/2016	89319123730	6422133445970	31.25	125.00	46.88	10/01/2021
902207	Straight Bourbon Whiskies	HA Old Rip Van Winkle 10YR (Pappy)	421	SAZERAC COMPANY  INC	750	3	1	10	107	08/22/2008	89319123679	6422133445970	40.00	120.00	60.00	10/01/2021
902209	Special Order Items	Edradour 10yr Sing Malt Scotch	477	Vino.com dba Total Beverage Solution	750	6	1	0	86	02/01/1994	80432531174	6422133445970	32.67	196.00	49.01	10/01/2021
74782	Temporary & Specialty Packages	Jack Daniels Winter Jack	085	Brown Forman Corp.	750	12	1	0	30	11/01/2021	82184056110	858198001015	10.34	124.08	15.51	10/01/2021
901029	Special Order Items	Absinthe Verde Mini	885	YAHARA BAY DISTILLERS INC	50	6	1	0	110	04/18/2012	91037947758	10892060103930	4.70	28.18	7.05	10/01/2021
901030	Special Order Items	Armagnac XO 10 YR	885	YAHARA BAY DISTILLERS INC	1000	1	1	0	80	04/18/2012	91037947758	10892060102728	35.97	35.97	53.96	10/01/2021
901031	Special Order Items	Armagnac XO 10 YR	885	YAHARA BAY DISTILLERS INC	750	3	1	0	80	04/18/2012	91037947758	10892060102711	30.52	91.54	45.78	10/01/2021
64000	Imported Cordials & Liqueurs	Absente	305	Mhw LTD	750	12	1	0	110	12/01/2009	89768211057	10892060102711	22.67	272.00	34.01	10/01/2021
902213	Special Order Items	Scorpion Mezcal Anejo 1YR	368	Park Street Imports	750	12	1	0	80	12/01/2005	89768211057	10618053333357	28.34	340.08	42.51	10/01/2021
902217	Special Order Items	Bartenders Strawberry Tequila	285	Charles Jacquin Et Cie	1000	12	1	0	25	09/22/2003	89768211057	10084380426237	5.25	63.00	7.88	10/01/2021
902219	Irish Whiskies	SOOH Connemara Single Malt	065	Jim Beam Brands	750	6	1	0	80	01/14/2009	89768211057	10080686187131	32.80	196.80	49.20	10/01/2021
901032	Special Order Items	Armagnac XO 10 YR	885	YAHARA BAY DISTILLERS INC	375	6	1	0	80	04/18/2012	89768211057	10892060102704	16.69	100.12	25.04	10/01/2021
904903	Irish Whiskies	Midleton Rare - use code 915723	370	PERNOD RICARD USA	750	6	1	0	80	10/07/2010	80432534175	10892060102704	79.96	479.76	119.94	10/01/2021
933284	Special Order Items	Seagrams Twisted Peach Gin	370	PERNOD RICARD USA	200	48	1	0	70	12/20/2013	80432107829	10892060102704	1.99	95.52	2.99	10/01/2021
902223	Special Order Items	Gosling Gold Rum	091	Castle Brands	750	12	1	0	80	03/15/2006	80432107829	10721094168458	9.17	110.00	13.76	10/01/2021
904910	Special Order Items	Seagrams Sweet Tea Vodka	255	Infinium Spirits	1000	12	1	0	70	07/22/2010	80432107829	10720815987132	6.32	75.80	9.48	10/01/2021
933287	Special Order Items	Seagrams Twisted Peach Gin	370	PERNOD RICARD USA	375	24	1	0	70	12/05/2013	80432107799	10720815987132	3.39	81.36	5.09	10/01/2021
86709	Blended Whiskies	Jeremiah Weed Spiced Whiskey	260	DIAGEO AMERICAS	750	12	1	0	71	08/01/2014	80432107799	10720815987132	9.65	115.79	14.48	10/01/2021
901033	Special Order Items	Armagnac XO 10 YR	885	YAHARA BAY DISTILLERS INC	200	6	1	0	80	04/18/2012	80432107799	10892060102698	11.37	68.18	17.06	10/01/2021
903416	Special Order Items	Seagrams Lime Twisted Gin DISCO	370	PERNOD RICARD USA	375	24	1	0	80	09/13/2002	80432107799	10080432401580	3.19	76.35	4.79	10/01/2021
933291	Flavored Gin	Seagrams Red Berry Twisted Gin	370	PERNOD RICARD USA	750	12	1	0	70	09/01/2015	80432109137	10080432401580	5.99	71.88	8.99	10/01/2021
902225	Special Order Items	Bols Root Beer Schnapps	305	Mhw LTD	1000	12	1	0	42	01/09/2001	80432109137	10080915037787	5.33	63.94	8.00	10/01/2021
86712	Neutral Grain Spirits	Ole Smoky Harley Davidson Road Charred Moonshine	346	OLE SMOKY DISTILLERY LLC	750	6	1	0	103	04/01/2015	80432109137	10856011004639	10.59	63.54	15.89	10/01/2021
933316	Special Order Items	Arrow Sloe Gin	434	LUXCO INC	750	12	1	0	30	09/17/2013	88352118512	10856011004639	4.50	54.00	6.75	10/01/2021
901034	Special Order Items	Armagnac XO 10 YR	885	YAHARA BAY DISTILLERS INC	100	6	1	0	80	04/18/2012	88352118512	10892060102681	7.69	46.12	11.54	10/01/2021
75740	Iowa Distilleries	Hot Lil Hooch Cherry Cinnamon Whiskey	086	BROADBENT VENTURES LLC	750	12	1	0	54	08/01/2014	91037947758	6422133445970	13.29	159.48	19.94	10/01/2021
933513	Imported Vodka	HA Ciroc Ten	260	DIAGEO AMERICAS	1000	3	1	0	80	07/01/2015	82000773603	10858778001005	125.00	375.00	187.50	10/01/2021
901035	Special Order Items	Armagnac XO 10YR Mini	885	YAHARA BAY DISTILLERS INC	50	6	1	0	80	04/18/2012	82000773603	10892060102674	5.18	31.06	7.77	10/01/2021
901037	Special Order Items	Apricot Grappa	885	YAHARA BAY DISTILLERS INC	750	3	1	0	34	04/18/2012	82000773603	10892060103138	20.10	60.28	30.15	10/01/2021
75907	Delisted Items	Mama Walkers Maple Bacon	370	PERNOD RICARD USA	750	12	1	0	70	06/01/2013	82000773603	10892060103138	4.99	59.84	7.49	10/01/2021
64121	Imported Cordials & Liqueurs	Ancho Reyes	619	Campari America	750	6	1	0	80	12/01/2015	83664873166	10892060103138	17.67	106.02	26.51	10/01/2021
904912	Special Order Items	Jumbie Liqueur	477	Vino.com dba Total Beverage Solution	750	6	1	0	60	10/25/2010	761494100019	10892060103138	19.00	114.00	28.50	10/01/2021
75920	American Cordials & Liqueur	Maya Horchata	209	MINHAS MICRO DISTILLERY	750	12	1	0	28	06/01/2018	85254500483	10892060103138	7.41	88.92	11.12	10/01/2021
64126	Temporary & Specialty Packages	Disaronno Amaretto Cavalli Wrap	130	DISARONNO INTERNATIONAL	750	12	1	0	56	10/01/2015	85254500483	10892060103138	13.86	166.32	20.79	10/01/2021
904915	Special Order Items	HA White Dog Mash #1 Whiskey	421	SAZERAC COMPANY  INC	375	12	1	0	125	11/01/2010	85254500483	20088004004525	8.29	99.40	12.44	10/01/2021
902236	Special Order Items	Grande Absente	305	Mhw LTD	750	6	1	0	138	08/12/2008	89768222008	20088004004525	36.84	221.00	55.26	10/01/2021
76024	Neutral Grain Spirits Flavored	Midnight Moon Cinnamon	384	PIEDMONT DISTILLERS INC	750	6	6	0	90	06/01/2016	89768222008	10851767001673	11.00	66.00	16.50	10/01/2021
903422	Special Order Items	Cabo Wabo Anejo	619	Campari America	750	6	1	0	80	09/13/2002	89768222008	20720815910533	23.36	140.16	35.04	10/01/2021
901038	Special Order Items	Apricot Grappa	885	YAHARA BAY DISTILLERS INC	375	6	1	0	34	04/18/2012	89768222008	10892060103121	11.48	68.86	17.22	10/01/2021
904916	Special Order Items	Scorpion Mezcal Reposado	368	Park Street Imports	750	12	1	0	80	10/21/2010	89768222008	10618053333340	24.66	295.92	36.99	10/01/2021
76032	Neutral Grain Spirits	Midnight Moon Original	384	PIEDMONT DISTILLERS INC	750	6	1	0	80	07/01/2012	89768222008	10851767001024	11.50	69.00	17.25	10/01/2021
86724	Neutral Grain Spirits Flavored	Ole Smoky Apple Pie Moonshine 40prf	346	OLE SMOKY DISTILLERY LLC	750	12	1	0	40	03/01/2013	89768222008	10851767001024	11.00	132.00	16.50	10/01/2021
76033	Neutral Grain Spirits Flavored	Midnight Moon Peach	384	PIEDMONT DISTILLERS INC	750	6	1	0	70	08/01/2015	89768222008	10851767001024	11.50	69.00	17.25	10/01/2021
76035	Neutral Grain Spirits Flavored	Midnight Moon Apple Pie	384	PIEDMONT DISTILLERS INC	375	6	1	0	70	11/01/2013	89768222008	10851767001024	6.00	36.00	9.00	10/01/2021
933665	Imported Vodka	Svedka Strawberry Lemonade	115	CONSTELLATION BRANDS INC	1750	6	1	0	70	12/01/2015	89768222008	10617768141172	13.00	78.00	19.50	10/01/2021
86728	Neutral Grain Spirits Flavored	Ole Smoky Cherry Moonshine	346	OLE SMOKY DISTILLERY LLC	750	12	1	0	100	03/01/2013	89768222008	10617768141172	11.00	132.00	16.50	10/01/2021
76036	Neutral Grain Spirits Flavored	Midnight Moon Apple Pie	384	PIEDMONT DISTILLERS INC	750	6	1	0	70	07/01/2012	89768222008	10851767001147	11.50	69.00	17.25	10/01/2021
76038	Neutral Grain Spirits Flavored	Midnight Moon Cherry	384	PIEDMONT DISTILLERS INC	750	6	1	0	100	01/01/2013	89768222008	10851767001154	11.50	69.00	17.25	10/01/2021
933673	Imported Flavored Vodka	Grey Goose Le Melon	035	BACARDI USA INC	1000	6	1	0	80	09/01/2014	80480004880	10851767001154	22.00	131.96	33.00	10/01/2021
76039	Neutral Grain Spirits Flavored	Midnight Moon Strawberry	384	PIEDMONT DISTILLERS INC	375	6	1	0	100	11/01/2013	80480004880	10851767001154	6.00	36.00	9.00	10/01/2021
933692	Special Order Items	Belvedere Mango Passion	420	MOET HENNESSY USA	750	6	1	0	80	06/11/2014	81753824815	10851767001154	17.15	102.90	25.73	10/01/2021
76040	Neutral Grain Spirits Flavored	Midnight Moon Strawberry	384	PIEDMONT DISTILLERS INC	750	6	1	0	100	07/01/2012	81753824815	10851767001161	11.50	69.00	17.25	10/01/2021
76042	Neutral Grain Spirits Flavored	Midnight Moon Blackberry	384	PIEDMONT DISTILLERS INC	750	6	1	0	100	11/01/2012	81753824815	10851767001208	11.50	69.00	17.25	10/01/2021
76043	Neutral Grain Spirits Flavored	Midnight Moon Blueberry	384	PIEDMONT DISTILLERS INC	375	6	1	0	100	11/01/2013	81753824815	10851767001208	6.00	36.00	9.00	10/01/2021
933715	Special Order Items	Beluga Gold Line Vodka	305	Mhw LTD	750	6	1	0	80	07/01/2014	81753824815	10736040519260	53.33	319.98	80.00	10/01/2021
76044	Neutral Grain Spirits Flavored	Midnight Moon Blueberry	384	PIEDMONT DISTILLERS INC	750	6	1	0	100	01/01/2013	81753824815	10851767001192	11.50	69.00	17.25	10/01/2021
901039	Special Order Items	Apricot Grappa	885	YAHARA BAY DISTILLERS INC	200	6	1	0	34	04/18/2012	81753824815	10892060103114	8.59	51.50	12.89	10/01/2021
901041	Special Order Items	Apricot Grappa	885	YAHARA BAY DISTILLERS INC	100	6	1	0	34	04/18/2012	81753824815	10892060103107	6.30	37.78	9.45	10/01/2021
