Item Number	Category Name	Item Description	Vendor	Vendor Name	Bottle Volume (ml)	Pack	Inner Pack	Age	Proof	List Date	UPC	SCC	State Bottle Cost	State Case Cost	State Bottle Retail	Report Date
86738	American Cordials & Liqueur	Prichards Sweet Lucifer	341	Prichards Distillery Inc	750	6	1	0	70	09/01/2017	812164000440	88076177314	14.00	84.00	21.00	10/01/2021
915257	Canadian Whiskies	SOOH Windsor Black Cherry	322	Prestige Wine & Spirits Group / United States Distilled Products Co	1000	12	1	0	70	11/01/2017	80686500117	88076177314	6.55	78.60	9.83	10/01/2021
904596	Aged Dark Rum	Appleton Estate Reserve	619	Campari America	750	6	1	0	80	10/01/2017	80686500117	20636191110408	16.62	99.72	24.93	10/01/2021
924570	Blended Whiskies	HA Little Book	065	Jim Beam Brands	750	6	1	0	128	11/01/2017	80686500117	10080686011238	41.99	251.94	62.99	10/01/2021
973834	Neutral Grain Spirits Flavored	Full Throttle Strawberry Sloonshine	530	Full Throttle Sloon Shine LLC	750	12	1	0	70	11/01/2017	793573166753	10080686011238	15.00	180.00	22.50	10/01/2021
973826	Neutral Grain Spirits Flavored	Full Throttle Apple Pie Slooonshine	530	Full Throttle Sloon Shine LLC	750	12	1	0	70	11/01/2017	793573042361	10080686011238	15.00	180.00	22.50	10/01/2021
1876	Temporary & Specialty Packages	Ketel One w/Glasses	260	DIAGEO AMERICAS	750	6	1	0	80	10/01/2018	85156375059	88076177314	12.50	75.00	18.75	10/01/2021
934988	Scotch Whiskies	McIvor Finest Blended Scotch Whisky	477	Vino.com dba Total Beverage Solution	750	12	1	5	80	11/01/2017	855037005395	10080686011238	9.00	108.00	13.50	10/01/2021
965397	Flavored Rum	Lemon Hart Blackpool Spiced	235	Demerara Distillers (USA) Inc.	750	12	1	5	86	11/01/2017	814789001864	10080686011238	13.76	165.12	20.64	10/01/2021
100293	Straight Bourbon Whiskies	Heaven Hill Whiskey In A Tube	259	Heaven Hill Brands	100	10	1	0	94	11/01/2017	96749001606	10080686011238	28.00	280.00	42.00	10/01/2021
18412	Straight Bourbon Whiskies	George Remus Straight Bourbon	434	LUXCO INC	750	6	1	4	94	11/01/2017	862018000201	10080686011238	22.16	132.96	33.24	10/01/2021
989234	100% Agave Tequila	Corazon Anejo Buy the Barrel	421	SAZERAC COMPANY  INC	750	6	1	0	80	11/01/2017	862018000201	10080686011238	15.00	90.00	22.50	10/01/2021
934769	Imported Flavored Vodka	Svedka Citron	115	CONSTELLATION BRANDS INC	1750	6	1	0	70	11/01/2017	617768125175	10080686011238	13.40	80.40	20.10	10/01/2021
77336	American Distilled Spirit Specialty	Sugarlands Silver Cloud Tennessee Sour Mash	481	Sugarlands Distilling Company LLC	750	6	1	0	100	11/01/2017	811559020001	10080686011238	13.00	78.00	19.50	10/01/2021
77332	American Distilled Spirit Specialty	Sugarlands Shine Butterscotch Gold	481	Sugarlands Distilling Company LLC	750	6	1	0	40	11/01/2017	811559020063	10080686011238	13.00	78.00	19.50	10/01/2021
927365	Blended Whiskies	Cedar Ridge Private Cask Bourbon Double Oak Cask Finish	125	CEDAR RIDGE VINEYARDS LL	750	6	1	2	95	11/01/2017	859824001645	10080686011238	21.00	126.00	31.50	10/01/2021
927364	Blended Whiskies	Cedar Ridge Private Cask Iowa Bourbon Maple Cask Finish	125	CEDAR RIDGE VINEYARDS LL	750	6	1	2	113	11/01/2017	859824001645	10080686011238	23.34	140.04	35.01	10/01/2021
5605	Scotch Whiskies	Johnnie Walker Blenders Batch Wine Cask Blend	260	DIAGEO AMERICAS	750	12	1	0	80	11/01/2017	88076181595	10080686011238	14.99	179.88	22.49	10/01/2021
27171	Straight Rye Whiskies	Minor Case Straight Rye	434	LUXCO INC	750	6	1	0	90	11/01/2017	88352131702	10080686011238	20.00	120.00	30.00	10/01/2021
100394	Temporary & Specialty Packages	Il Tramonto Limoncello w/2 Glasses	322	Prestige Wine & Spirits Group / United States Distilled Products Co	750	6	1	0	60	11/01/2017	84279999470	10080686011238	10.00	60.00	15.00	10/01/2021
904184	Single Malt Scotch	Ardbeg An Oa	420	MOET HENNESSY USA	750	6	1	0	93	11/01/2017	81753829315	10080686011238	28.49	170.94	42.74	10/01/2021
4852	Scotch Whiskies	Deanston 12YR	363	Paterno Imports LTD / Terlato Wines International	750	6	1	0	93	11/01/2017	758371130719	10080686011238	32.42	194.52	48.63	10/01/2021
100354	Temporary & Specialty Packages	Stolichnaya 80prf 1.75L w/1L Bloody Mary Mix	277	STOLI GROUP	1750	6	1	0	80	11/01/2017	811751021516	10080686011238	19.99	119.94	29.99	10/01/2021
930650	American Dry Gins	Ivy City Gin	512	One Eight Distilling LLC	750	6	1	0	80	11/01/2017	850862006029	10080686011238	16.00	96.00	24.00	10/01/2021
936551	American Vodkas	District Made Vodka	512	One Eight Distilling LLC	750	6	1	0	80	11/01/2017	850862006005	10080686011238	16.00	96.00	24.00	10/01/2021
963741	Cocktails /RTD	Studebaker Manhattan	260	DIAGEO AMERICAS	750	12	1	0	60	11/01/2017	82000774983	10080686011238	12.49	149.88	18.74	10/01/2021
77673	American Flavored Vodka	Smirnoff Green Apple	260	DIAGEO AMERICAS	375	12	1	0	70	11/01/2017	82000001102	10080686011238	4.75	57.00	7.13	10/01/2021
77309	American Distilled Spirit Specialty	Sugarlands Shine Peanut Butter & Jelly	481	Sugarlands Distilling Company LLC	750	6	1	0	70	11/01/2017	811559027345	10080686011238	13.00	78.00	19.50	10/01/2021
47861	Imported Cordials & Liqueurs	D'usse VSOP	035	BACARDI USA INC	200	24	1	0	80	11/01/2017	80480983192	10080686011238	9.49	227.76	14.24	10/01/2021
77977	Iowa Distilleries	Very Cherry Cobbler Liqueur	306	MISSISSIPPI RIVER DISTIL	375	12	1	0	38	08/01/2019	855037005395	10080686011238	9.00	108.00	13.50	10/01/2021
905625	Scotch Whiskies	HA Johnnie Walker Blue Ghost & Rare	260	DIAGEO AMERICAS	750	3	1	0	92	12/01/2017	88076182028	10080686011238	199.99	599.97	299.99	10/01/2021
900214	Blended Whiskies	HA Orphan Barrel Multibrand Library Pack	260	DIAGEO AMERICAS	2250	1	6	0	91	12/01/2017	82000776529	10080686011238	750.00	750.00	1125.00	10/01/2021
36578	Imported Flavored Vodka	Svedka Blue Raspberry	115	CONSTELLATION BRANDS INC	1750	6	1	0	70	11/01/2017	617768201176	10080686011238	13.40	80.40	20.10	10/01/2021
928129	Straight Bourbon Whiskies	Rock Creek Bourbon	512	One Eight Distilling LLC	750	6	1	2	95	12/01/2017	850862006234	10080686011238	27.66	165.96	41.49	10/01/2021
926962	Straight Rye Whiskies	Rock Creek Rye Whiskey	512	One Eight Distilling LLC	750	6	1	2	94	12/01/2017	850862006180	10080686011238	27.66	165.96	41.49	10/01/2021
972596	American Cordials & Liqueur	Bols Amaretto Liqueur	305	Mhw LTD	750	12	1	0	56	12/01/2017	80915033409	10080686011238	5.42	65.04	8.13	10/01/2021
978076	American Cordials & Liqueur	Bols Creme de Cacao Dark	305	Mhw LTD	750	12	1	0	50	12/01/2017	80915035700	10080686011238	5.42	65.04	8.13	10/01/2021
978636	American Cordials & Liqueur	Bols Creme de Cacao White	305	Mhw LTD	750	12	1	0	48	12/01/2017	80915001385	10080686011238	5.42	65.04	8.13	10/01/2021
979066	American Cordials & Liqueur	Bols Creme de Menthe Green	305	Mhw LTD	750	12	1	0	60	12/01/2017	80915036424	10080686011238	5.42	65.04	8.13	10/01/2021
985986	American Cordials & Liqueur	Bols Triple Sec 30prf	305	Mhw LTD	750	12	1	0	30	12/01/2017	80915039197	10080686011238	3.17	38.04	4.76	10/01/2021
928133	Blended Whiskies	Raccoon Motel Whiskey	306	MISSISSIPPI RIVER DISTIL	750	6	1	0	80	12/01/2017	855037005432	10080686011238	23.00	138.00	34.50	10/01/2021
927255	Blended Whiskies	Country Gal	154	DUNKEL CORPORATION / Iowa Distilling	750	12	1	0	80	12/01/2017	854781004029	10080686011238	3.09	37.08	4.64	10/01/2021
100071	Temporary & Specialty Packages	Absolut w/P&M Ginger Beer	370	PERNOD RICARD USA	1750	3	1	0	80	12/01/2017	80432111475	10080686011238	19.99	59.97	29.99	10/01/2021
100201	Temporary & Specialty Packages	Glenlivet Founders Reserve w/Stir Spoon & Bitters	370	PERNOD RICARD USA	750	6	1	0	80	12/01/2017	80432111956	10080686011238	19.98	119.88	29.97	10/01/2021
19118	Straight Bourbon Whiskies	Jim Beam Distillers Cut	065	Jim Beam Brands	750	12	1	0	100	12/01/2017	80686023074	10080686011238	15.07	180.84	22.61	10/01/2021
910862	Straight Bourbon Whiskies	HA Orphan Barrel Entrapment	260	DIAGEO AMERICAS	750	6	1	0	82	12/01/2017	82000784609	10080686011238	75.00	450.00	112.50	10/01/2021
916661	Straight Bourbon Whiskies	Barrell Bourbon Batch 013 DNO	305	Mhw LTD	750	6	1	0	120	12/01/2017	736040539766	10080686011238	46.00	276.00	69.00	10/01/2021
36685	Imported Flavored Vodka	Absolut Lime	370	PERNOD RICARD USA	375	24	1	0	80	12/01/2017	835229010383	10080686011238	4.99	119.76	7.49	10/01/2021
48107	Imported Brandies	Hennessy VS	420	MOET HENNESSY USA	1000	12	1	0	80	12/01/2017	88110150563	10080686011238	24.49	293.88	36.74	10/01/2021
915724	Irish Whiskies	Morrigan	100	AIKO IMPORTERS INC	750	12	1	0	80	12/01/2017	80432530115	10080686011238	15.59	187.08	23.39	10/01/2021
994235	Single Malt Scotch	HA Auchentoshan Bartenders Malt	065	Jim Beam Brands	750	6	1	0	94	12/01/2017	80432530115	10080686011238	26.24	157.44	39.36	10/01/2021
967575	Coffee Liqueurs	Kahlua Peppermint Mocha DISCO	370	PERNOD RICARD USA	750	12	1	0	40	12/01/2017	89540504629	10080686011238	12.99	155.88	19.49	10/01/2021
965793	Imported Brandies	Martell Blue Swift	370	PERNOD RICARD USA	750	12	1	0	80	12/01/2017	80432110829	10080686011238	22.48	269.76	33.72	10/01/2021
966186	Imported Cordials & Liqueur	Pernod Anise	370	PERNOD RICARD USA	750	12	1	0	80	12/01/2017	80432291672	10080686011238	15.99	191.88	23.99	10/01/2021
980807	Imported Schnapps	Hiram Walker Peppermint Schnapps 60prf	370	PERNOD RICARD USA	1000	12	1	0	60	12/01/2017	89540125213	10080686011238	4.50	54.00	6.75	10/01/2021
980817	Imported Schnapps	Hiram Walker Peppermint Schnapps 90prf	370	PERNOD RICARD USA	1000	12	1	0	90	12/01/2017	89540138657	10080686011238	5.99	71.88	8.99	10/01/2021
984367	American Schnapps	Mr Boston Sour Apple Schnapps	421	SAZERAC COMPANY  INC	1000	12	1	0	30	11/01/2017	89000524334	10080686011238	4.00	48.00	6.00	10/01/2021
942063	American Flavored Vodka	Burnetts Hot Cinnamon	259	Heaven Hill Brands	750	12	1	0	70	11/01/2017	85592138454	10080686011238	4.50	54.00	6.75	10/01/2021
905653	Single Malt Scotch	Edradour Caledonia 12YR	477	Vino.com dba Total Beverage Solution	750	6	1	12	46	12/01/2017	873094001006	10080686011238	44.00	264.00	66.00	10/01/2021
994854	Corn Whiskies	Texas Silver Star Whiskey	531	Trinity River Distillery LLC	750	6	1	2	80	12/01/2017	744271974447	10080686011238	20.00	120.00	30.00	10/01/2021
935264	Imported Vodkas	Purus Organic Wheat Vodka DISCO	368	Park Street Imports	750	6	1	0	80	12/01/2017	817698010279	10080686011238	10.00	60.00	15.00	10/01/2021
965609	Imported Cordials & Liqueur	Giffard Abricot du Roussillon	368	Park Street Imports	750	6	1	0	86	12/01/2017	539152917015	10080686011238	18.00	108.00	27.00	10/01/2021
905619	Single Malt Scotch	HA Highland Park Full Volume	266	Edrington Group USA LLC	750	6	1	18	95	12/01/2017	812066021796	10080686011238	49.94	299.64	74.91	10/01/2021
927041	Whiskey Liqueur	HA High West A Midwinter Nights Dram	115	CONSTELLATION BRANDS INC	750	6	1	0	92	12/01/2017	854396005190	10080686011238	45.00	270.00	67.50	10/01/2021
905639	Scotch Whiskies	HA Johnnie Walker Black Blade Runner	260	DIAGEO AMERICAS	750	6	1	0	80	12/01/2017	88076181885	10080686011238	44.99	269.94	67.49	10/01/2021
965116	Imported Cordials & Liqueur	HA Grand Marnier Cuvee Du 1880	619	Campari America	750	6	1	0	80	12/01/2017	649188900414	10080686011238	175.00	1050.00	262.50	10/01/2021
918414	Straight Bourbon Whiskies	HA Remus Repeal Reserve Bourbon Whiskey	434	LUXCO INC	750	6	1	11	94	12/01/2017	862018000249	10080686011238	40.00	240.00	60.00	10/01/2021
77285	Iowa Distilleries	Schaarskis Krupnikas	306	MISSISSIPPI RIVER DISTIL	375	12	1	0	38	12/01/2017	855037005425	10080686011238	9.00	108.00	13.50	10/01/2021
28134	Corn Whiskies	Essence of Iowa Whiskey	525	Cats Eye Distillery	750	12	1	0	80	12/01/2017	855810007011	10080686011238	19.25	231.00	28.88	10/01/2021
36733	American Vodkas	Grays Peak Vodka	322	Prestige Wine & Spirits Group / United States Distilled Products Co	1750	6	1	0	80	02/01/2018	84279982540	10080686011238	15.00	90.00	22.50	10/01/2021
36266	American Vodkas	Grays Peak Vodka	322	Prestige Wine & Spirits Group / United States Distilled Products Co	750	12	1	0	80	02/01/2018	84279982533	10080686011238	10.00	120.00	15.00	10/01/2021
36265	American Vodkas	Grays Peak Vodka Mini	322	Prestige Wine & Spirits Group / United States Distilled Products Co	50	12	10	0	80	02/01/2018	84279982526	10080686011238	4.67	56.04	7.01	10/01/2021
5633	Scotch Whiskies	Lagavulin 8YR	260	DIAGEO AMERICAS	750	6	1	8	96	12/01/2017	88076180635	10080686011238	35.00	210.00	52.50	10/01/2021
5242	Scotch Whiskies	Johnnie Walker 18YR	260	DIAGEO AMERICAS	750	6	1	18	80	12/01/2017	88076181366	10080686011238	54.99	329.94	82.49	10/01/2021
75170	American Vodkas	Kamchatka Mini	065	Jim Beam Brands	50	12	10	0	80	12/01/2017	80686160908	10080686011238	3.00	36.00	4.50	10/01/2021
88406	100% Agave Tequila	Patron Roca Silver	035	BACARDI USA INC	750	6	1	0	90	12/01/2017	721733001996	10080686011238	35.00	210.00	52.50	10/01/2021
15995	Blended Whiskies	Sensei	100	AIKO IMPORTERS INC	750	12	1	0	80	12/01/2017	636790999974	10080686011238	25.04	300.48	37.56	10/01/2021
950375	Imported Brandies	Original Gangster XO	100	AIKO IMPORTERS INC	750	6	1	10	80	01/01/2018	636790999974	10080686011238	17.84	107.04	26.76	10/01/2021
100406	Temporary & Specialty Packages	Crystal Head Vodka Mini w/Red Bows	255	Infinium Spirits	2400	1	48	0	80	09/01/2020	627040411452	10080686011238	215.76	215.76	323.64	10/01/2021
100404	Temporary & Specialty Packages	Courvoisier VS Cognac w/VSOP 50ml	065	Jim Beam Brands	425	12	2	0	80	12/01/2017	80686961376	10080686011238	8.39	100.68	12.59	10/01/2021
28905	Imported Dry Gins	The Botanist Islay Dry Gin	389	REMY COINTREAU USA INC	750	6	1	0	92	01/01/2018	87236700362	10080686011238	19.98	119.88	29.97	10/01/2021
36673	American Vodkas	Colorado High Vodka	519	Colorado Gold Distillery	750	12	1	0	80	01/01/2018	861478000103	10080686011238	11.00	132.00	16.50	10/01/2021
33489	Imported Vodkas	Khortytsa Platinum Vodka	537	Global Spirits USA, LLC	750	12	1	0	80	01/01/2018	482016312177	10080686011238	6.50	78.00	9.75	10/01/2021
33462	Imported Vodkas	Khortytsa Platinum Vodka	537	Global Spirits USA, LLC	100	4	30	0	80	01/01/2018	482016312177	10080686011238	22.35	89.40	33.53	10/01/2021
33490	Imported Vodkas	Khortytsa Platinum Vodka	537	Global Spirits USA, LLC	1750	6	1	0	80	01/01/2018	482016312177	10080686011238	10.99	65.94	16.49	10/01/2021
28465	Imported Dry Gins	Drumshanbo Gunpowder Gin	357	PALM BAY INTERNATIONAL	750	6	1	0	43	01/01/2018	86785012346	10080686011238	20.84	125.04	31.26	10/01/2021
915987	Blended Whiskies	Mackmyra Swedish Whisky	305	Mhw LTD	1000	6	1	0	92	01/01/2018	86785012346	10080686011238	33.00	198.00	49.50	10/01/2021
30546	American Dry Gins	Haymans Old Tom Gin	305	Mhw LTD	750	12	1	0	80	01/01/2018	502169211780	10080686011238	14.75	177.00	22.13	10/01/2021
30543	American Sloe Gins	Haymans Sloe Gin	305	Mhw LTD	750	12	1	0	52	01/01/2018	502169211780	5021692650347	15.00	180.00	22.50	10/01/2021
66827	Imported Distilled Spirit Specialty	St. Elizabeth Allspice Dram	305	Mhw LTD	750	12	1	0	45	01/01/2018	24153090862	5021692650347	16.92	203.04	25.38	10/01/2021
66243	Imported Cordials & Liqueurs	Rothman & Winter Orchard Pear	305	Mhw LTD	750	12	1	0	48	01/01/2018	24153040171	5021692650347	13.09	157.08	19.64	10/01/2021
66240	Imported Cordials & Liqueurs	Rothman & Winter Creme de Violette	305	Mhw LTD	750	12	1	0	40	01/01/2018	24153040874	5021692650347	13.09	157.08	19.64	10/01/2021
65218	Imported Distilled Spirit Specialty	John D. Taylors Velvet Falernum	305	Mhw LTD	750	12	1	0	22	01/01/2018	724803001056	5021692650347	9.75	117.00	14.63	10/01/2021
42249	Gold Rum	Smith & Cross Traditional Jamaican Rum	305	Mhw LTD	750	12	1	0	114	01/01/2018	502169250093	5021692650347	16.92	203.04	25.38	10/01/2021
908806	Canadian Whiskies	Kirkland Signature Canadian Whiskey	421	SAZERAC COMPANY  INC	1750	6	1	0	80	01/01/2018	96619191475	5021692650347	13.25	79.50	19.88	10/01/2021
86839	Neutral Grain Spirits Flavored	Ole Smoky Mango Habanero Whiskey	346	OLE SMOKY DISTILLERY LLC	750	6	1	0	70	01/01/2018	854628006346	5021692650347	10.00	60.00	15.00	10/01/2021
967152	Imported Cordials & Liqueur	3 Amigos Ramonas Reserve	414	San Bartolo Farms Inc.	750	12	1	0	60	01/01/2018	850121005008	5021692650347	28.20	338.40	42.30	10/01/2021
973300	American Brandies	Colonial Club Apricot & Brandy	434	LUXCO INC	750	12	1	0	40	01/01/2018	86816231746	5021692650347	3.50	42.00	5.25	10/01/2021
966995	Imported Cordials & Liqueur	SOOH Suze	421	SAZERAC COMPANY  INC	750	6	1	0	40	01/01/2018	80432112700	5021692650347	14.99	89.94	22.49	10/01/2021
964030	Imported Cordials & Liqueur	Alize Apple	295	Kobrand Corp	750	6	1	0	32	01/01/2018	84692620609	5021692650347	12.50	75.00	18.75	10/01/2021
964083	Imported Cordials & Liqueur	Alize Gold - use code 964082	295	Kobrand Corp	750	6	1	0	32	01/01/2018	84692200948	5021692650347	12.50	75.00	18.75	10/01/2021
964059	Imported Cordials & Liqueur	Alize Gold	295	Kobrand Corp	200	24	1	0	32	01/01/2018	84692200931	5021692650347	3.05	73.20	4.58	10/01/2021
995550	Bottled in Bond Bourbon	SOOH JTS Brown  Bonded Bourbon	259	Heaven Hill Brands	750	12	1	0	100	01/01/2018	96749531370	5021692650347	9.00	108.00	13.50	10/01/2021
927363	Blended Whiskies	Cedar Ridge Private Cask Iowa Bourbon Whiskey 90prf DNO	125	CEDAR RIDGE VINEYARDS LL	750	6	1	2	90	01/01/2018	859824001645	5021692650347	19.84	119.04	29.76	10/01/2021
904829	Scotch Whiskies	Dalmore 18YR	205	E & J Gallo Winery	750	6	1	0	86	01/01/2018	87647111818	5021692650347	135.33	811.98	203.00	10/01/2021
918369	Straight Bourbon Whiskies	HA Four Roses 2017 Small Batch Limited Edition DISCO	184	FOUR ROSES DISTILLERY	750	6	1	0	111	01/01/2018	40232590917	5021692650347	88.34	530.04	132.51	10/01/2021
6100352	American Dry Gins	Aviation American Gin Muddler Set DNO	469	DAVOS BRANDS LLC	750	6	1	0	84	01/01/2018	853507000529	5021692650347	14.17	85.02	21.26	10/01/2021
974737	Straight Rye Whiskies	Hochstadters Slow & Low Rock & Rye Cans	121	COOPER SPIRITS INTERNATIONAL	100	24	1	0	84	01/01/2018	898804009066	5021692650347	2.50	60.00	3.75	10/01/2021
15719	Temporary & Specialty Packages	Kilbeggan Single Grain	065	Jim Beam Brands	750	6	1	0	86	01/01/2018	80686187240	10080686011238	19.99	119.94	29.99	10/01/2021
10781	Canadian Whiskies	Crown Royal Bourbon Mash DISCO	260	DIAGEO AMERICAS	750	12	1	0	80	01/01/2018	82000782698	5021692650347	9.99	119.88	14.99	10/01/2021
17092	Straight Bourbon Whiskies	Bulleit Bourbon Barrel Strength DISCO	260	DIAGEO AMERICAS	750	6	1	0	120	01/01/2018	82000778516	5021692650347	24.99	149.94	37.49	10/01/2021
39699	American Flavored Vodka	North Forty Peach Vodka	325	Lonely Oak Distillery	750	6	1	0	70	01/01/2018	19962231315	5021692650347	12.50	75.00	18.75	10/01/2021
43615	Flavored Rum	Malibu Lime	370	PERNOD RICARD USA	750	12	1	0	42	01/01/2018	89540540047	5021692650347	7.99	95.88	11.99	10/01/2021
987324	100% Agave Tequila	Chavo Malo Tequila Blanco	357	PALM BAY INTERNATIONAL	750	12	1	0	40	01/01/2018	86785001036	5021692650347	13.58	162.96	20.37	10/01/2021
927076	Straight Rye Whiskies	Anchor Old Potrero Straight Rye	391	HOTALING & CO	750	6	1	0	97	01/01/2018	600280010050	5021692650347	49.99	299.94	74.99	10/01/2021
988040	100% Agave Tequila	Marca Negra Tobala	380	Phillips Beverage	750	6	1	0	100	01/01/2018	736040527343	5021692650347	57.50	345.00	86.25	10/01/2021
995670	Corn Whiskies	Kings County Distillery Moonshine	511	Kings County Distillery	375	12	1	0	80	01/01/2018	866658000218	5021692650347	16.50	198.00	24.75	10/01/2021
988039	Mezcal	Marca Negra Espadin	380	Phillips Beverage	750	6	1	0	100	01/01/2018	736040527336	5021692650347	30.00	180.00	45.00	10/01/2021
995671	Straight Bourbon Whiskies	Kings County Distillery Peated Bourbon	511	Kings County Distillery	375	12	1	2	90	01/01/2018	853396007012	5021692650347	19.33	231.96	29.00	10/01/2021
995672	Straight Bourbon Whiskies	HA Kings County Distillery Barrel Strength Straight Bourbon	511	Kings County Distillery	375	12	1	2	90	01/01/2018	853396007043	5021692650347	24.59	295.08	36.89	10/01/2021
995673	Bottled in Bond Bourbon	HA Kings County Distillery Bottled-In-Bond Bourbon	511	Kings County Distillery	375	12	1	4	100	01/01/2018	853396007050	5021692650347	24.59	295.08	36.89	10/01/2021
15648	Irish Whiskies	Jameson Caskmates IPA	370	PERNOD RICARD USA	750	12	1	0	80	01/01/2018	80432112199	5021692650347	16.49	197.88	24.74	10/01/2021
967447	Coffee Liqueurs	Dr McGillicuddys Coffee	421	SAZERAC COMPANY  INC	750	12	1	0	42	01/01/2018	858481005287	5021692650347	8.66	103.92	12.99	10/01/2021
967446	Coffee Liqueurs	Dr McGillicuddys Coffee	421	SAZERAC COMPANY  INC	1000	12	1	0	42	01/01/2018	88004020811	5021692650347	8.66	103.92	12.99	10/01/2021
972196	American Cordials & Liqueur	Arrow Kirsch Cherry Liqueur	434	LUXCO INC	750	12	1	0	90	01/01/2018	88352118796	5021692650347	5.38	64.56	8.07	10/01/2021
981178	Imported Cordials & Liqueur	Mr Boston Peppermint Schnapps	421	SAZERAC COMPANY  INC	1750	6	1	0	48	01/01/2018	88352118796	5021692650347	6.75	40.50	10.13	10/01/2021
926997	Temporary & Specialty Packages	Driftless Glen Single Barrel Straight Rye Buy the Barrel	232	Driftless Glen Distillery	750	6	1	2	96	01/01/2018	858481005287	5021692650347	25.00	150.00	37.50	10/01/2021
992249	Imported Cordials & Liqueur	Bonal Gentiane-Quina DNO - sold as wine	305	Mhw LTD	750	12	1	0	32	01/01/2018	88352118796	5021692650347	10.42	125.04	15.63	10/01/2021
966770	Imported Cordials & Liqueur	Sfumato Amaro Rabarbaro	305	Mhw LTD	750	12	1	0	32	01/01/2018	801857100154	5021692650347	11.92	143.04	17.88	10/01/2021
948996	Imported Distilled Spirit Specialty	Pierre Ferrand Cognac Ambre	978	W J Deutsch & Sons LTD	750	6	1	0	80	01/01/2018	695521121015	5021692650347	29.64	177.84	44.46	10/01/2021
982520	American Cordials & Liqueur	Bols Butterscotch Liqueur	305	Mhw LTD	750	12	1	0	34	01/01/2018	80915037650	5021692650347	5.42	65.04	8.13	10/01/2021
905636	Scotch Whiskies	HA Johnnie Walker Blue Year of the Dog	260	DIAGEO AMERICAS	750	3	1	0	92	01/01/2018	88076181892	5021692650347	130.00	390.00	195.00	10/01/2021
942404	Aged Dark Rum	El Dorado 21YR Special Reserve Rum	235	Demerara Distillers (USA) Inc.	750	6	1	21	80	02/01/2018	711629000554	5021692650347	72.00	432.00	108.00	10/01/2021
994950	Irish Whiskies	Kirkland Signature Irish Whiskey	217	MISA Imports Inc	1750	6	1	0	80	02/01/2018	96619346486	5021692650347	21.22	127.32	31.83	10/01/2021
927356	Whiskey Liqueur	High West Silver Western Oat DISCO	115	CONSTELLATION BRANDS INC	750	6	1	0	80	02/01/2018	854396005107	5021692650347	20.10	120.60	30.15	10/01/2021
977598	Imported Cordials & Liqueur	Tempus Fugit Liqueur de Violettes	803	Levecke Corporation	750	6	1	0	44	02/01/2018	94922049971	5021692650347	21.99	131.94	32.99	10/01/2021
989308	100% Agave Tequila	El Jimador Reposado Mini	085	Brown Forman Corp.	50	5	12	0	80	02/01/2018	744607069403	5021692650347	11.04	55.20	16.56	10/01/2021
938519	American Vodkas	Wheatley Vodka	421	SAZERAC COMPANY  INC	1750	6	1	0	82	02/01/2018	88004022679	5021692650347	18.00	108.00	27.00	10/01/2021
946140	Spiced Rum	Caliber Spiced Rum	421	SAZERAC COMPANY  INC	750	12	1	0	70	02/01/2018	88004027339	5021692650347	4.00	48.00	6.00	10/01/2021
964746	Imported Flavored Vodka	Ciroc Coconut	260	DIAGEO AMERICAS	200	24	1	0	70	02/01/2018	88076177796	5021692650347	5.00	120.00	7.50	10/01/2021
977668	American Flavored Vodka	Smirnoff Grape DISCO	260	DIAGEO AMERICAS	750	12	1	0	70	02/01/2018	82000740438	5021692650347	8.25	99.00	12.38	10/01/2021
917764	Straight Bourbon Whiskies	Eagle Rare Bourbon	421	SAZERAC COMPANY  INC	375	12	1	0	90	02/01/2018	88004021351	5021692650347	10.50	126.00	15.75	10/01/2021
964724	Imported Flavored Vodka	Ciroc Amaretto DISCO	260	DIAGEO AMERICAS	200	48	1	0	70	01/01/2018	88076178687	5021692650347	2.50	120.00	3.75	10/01/2021
987482	100% Agave Tequila	Don Julio Blanco Mini	260	DIAGEO AMERICAS	50	6	10	0	80	01/01/2018	674545000025	5021692650347	25.00	150.00	37.50	10/01/2021
953726	American Brandies	Lairds Rare 12YR Apple Brandy	297	Laird & Company	750	6	1	12	88	02/01/2018	84848110381	5021692650347	39.64	237.84	59.46	10/01/2021
995080	Straight Rye Whiskies	Organic Straight Pennsylvania Rye Whiskey	281	Pittsburgh Distilling Company LLC	750	6	1	4	84	02/01/2018	857673003155	5021692650347	25.50	153.00	38.25	10/01/2021
927239	Temporary & Specialty Packages	Driftless Glen Single Barrel Straight Bourbon Buy the Barrel	232	Driftless Glen Distillery	750	6	1	2	96	01/01/2018	88352118796	5021692650347	25.00	150.00	37.50	10/01/2021
941834	Neutral Grain Spirits	Everclear 190prf	434	LUXCO INC	375	24	1	0	190	02/01/2018	88352104867	5021692650347	4.67	112.08	7.01	10/01/2021
943590	Aged Dark Rum	Kirk & Sweeney 18YR - use code 943876	110	3 BADGE CORPORATION	750	6	1	18	80	02/01/2018	856442005093	5021692650347	24.50	147.00	36.75	10/01/2021
943592	Aged Dark Rum	Kirk & Sweeney 23YR - use code 943878	110	3 BADGE CORPORATION	750	6	1	23	80	02/01/2018	856442005109	5021692650347	28.16	168.96	42.24	10/01/2021
938187	Neutral Grain Spirits	Treboles & Key Organic Vodka	540	Meisenburg Brewing & Distilling	750	3	1	0	80	02/01/2018	40232611582	5021692650347	100.00	300.00	150.00	10/01/2021
