Store	Name	Store Status	Address	City	State	Zip Code	Store Address	Report Date
4762	Huber's Store Inc.	I	101 Main St	Fort Atkinson	IA	52144	POINT (-91.932448 43.14339)	10/01/2021
4408	KUM & GO #2217 / BOONE	I	315 Story St	Boone	IA	50036	POINT (-93.879991 42.058784)	10/01/2021
2702	Hy-Vee Gas #1 / Ankeny	A	414 N Ankeny Blvd	Ankeny	IA	50023	POINT (-93.60040300000001 41.7351)	10/01/2021
5727	One Stop Shop #4 - Denison	A	306 North 7th Street	Denison	IA	51442	POINT (-95.36107 42.020388)	10/01/2021
3880	Target Store T-2454 / Council Bluffs	A	3804 Metro Dr	Council Bluffs	IA	51503	POINT (-95.837595 41.220979)	10/01/2021
5860	Kum & Go #0217 -Ames	A	3111 South Duff Avenue	Ames	IA	50010	POINT (-93.6102 41.99492)	10/01/2021
6038	Casey's General Store #2880 / Waterloo	A	1604 La Porte Rd	Waterloo	IA	50702	POINT (-92.32269 42.470874)	10/01/2021
4450	Kum & Go #157 / Urbandale	A	4585 156th St	Urbandale	IA	50323	POINT (-93.833463 41.643162)	10/01/2021
5695	Flashmart  #105	I	315 Story Street	Boone	IA	50036	POINT (-93.879991 42.058784)	10/01/2021
2413	Beecher Beverage	I	1691 Asbury Road	Dubuque	IA	52001	POINT (-90.696886 42.500775000000004)	10/01/2021
5426	Prime Mart 2 / Cedar Falls	I	2728 Center St.	Cedar Falls	IA	50613	POINT (-92.455972 42.561054)	10/01/2021
5595	Git-N-Go #47 / Altoona	A	101 8th St W	Altoona	IA	50009	POINT (-93.464905 41.64404)	10/01/2021
5199	Super Mart / Oelwein	I	701, S  Frederick  Ave	Oelwein	IA	50662	POINT (-91.913481 42.669128)	10/01/2021
2515	Hy-Vee Food Store #1 / Mason City	A	2400 4th St SW	Mason City	IA	50401	POINT (-93.235588 43.148451)	10/01/2021
4577	Casey's General Store #2551 / Woodward	A	906, S Main St	Woodward	IA	50276	POINT (-93.9222 41.848949)	10/01/2021
4903	Honey Creek Resort State Park	I	12633 RESORT DR	Moravia	IA	52571	POINT (-92.918723 40.87046)	10/01/2021
6001	Casey's General Store #1131 / Dysart	A	201 Hwy 21	Dysart	IA	52224		10/01/2021
4499	Casey's General Store #1316 / Milford	A	510 Okoboji Ave	Milford	IA	51351	POINT (-95.149937 43.320094)	10/01/2021
5431	Brew Coffee Wine Spirit and Cigars	A	346 Plymouth St SW	Le Mars	IA	51031	POINT (-96.171858 42.793075)	10/01/2021
6210	Bailey's Convenience / Sioux City	A	1203 Tri View Avenue	Sioux City	IA	51104	POINT (-96.422992 42.494265)	10/01/2021
3622	Wal-Mart 1415 / Spirit Lake	A	2600 Hwy 71	Spirit Lake	IA	51360	POINT (-95.126535 43.416452)	10/01/2021
5563	Casey's General Store #3082 / Carroll	A	510 E Hwy 30	Carroll	IA	51401	POINT (-94.873524 42.067854)	10/01/2021
5463	Backwater Spirits and More	A	116 W Water St Ste D	Decorah	IA	52101	POINT (-91.786674 43.304224)	10/01/2021
5741	Hass Market	A	122 South 2nd Street	Clinton	IA	52732	POINT (-90.188301 41.844485)	10/01/2021
5828	Cenex - Hampton	I	4 4th Street SE	Hampton	IA	50441	POINT (-93.202491 42.741445)	10/01/2021
5198	Riverside Liquor	A	826 E River Dr	Davenport	IA	52803	POINT (-90.561741 41.524926)	10/01/2021
4462	SHELTON'S	I	113 1st St NW	Buffalo Center	IA	50424	POINT (-93.947595 43.386755)	10/01/2021
4620	Nodaway Valley Market	I	304 4th St	Fontanelle	IA	50846	POINT (-94.562813 41.289069)	10/01/2021
4556	Casey's General Store #2552 / Goldfield	A	319 E Hwy 3	Goldfield	IA	50542	POINT (-93.917008 42.731594)	10/01/2021
4230	Fareway Stores #106 / Clive	A	10151 University Ave	Clive	IA	50325	POINT (-93.756489 41.600511)	10/01/2021
4427	Kum & Go #507 / North Liberty	A	610 N Kansas Ave	North Liberty	IA	52317	POINT (-91.636982 41.752948)	10/01/2021
4232	Elliott's General Store,	A	23828 Hwy J18	Moravia	IA	52571	POINT (-92.834054 40.892417)	10/01/2021
3629	Wal-Mart 1965 / Council Bluffs	A	3200 Manawa Dr	Council Bluffs	IA	51503		10/01/2021
5344	Casey's General Store # 2607/ Sioux City	A	3731 Hamilton Blvd.	Sioux City	IA	51104	POINT (-96.408455 42.53511)	10/01/2021
4711	Walgreens #06154 / Dubuque	A	2260 John F Kennedy Rd	Dubuque	IA	52002	POINT (-90.720519 42.511486)	10/01/2021
5211	Kum & Go #129  /  Johnston	A	5225 NW  86th  St	Johnston	IA	50131	POINT (-93.736395 41.655804)	10/01/2021
2543	Hy-Vee Food Store #1 / Ottumwa	A	1025 North Quincy Ave	Ottumwa	IA	52501	POINT (-92.438463 41.01558)	10/01/2021
2619	Hy-Vee Wine and Spirits / WDM	A	1725  74th St	West Des Moines	IA	50266	POINT (-93.808855 41.598515)	10/01/2021
5606	Sa Tobacco Liquor Mart	A	320 N 4th St	Clinton	IA	52732	POINT (-90.193275 41.848124)	10/01/2021
5512	Casey's General Store #3639 / Postville	A	620 W Tilden St	Postville	IA	52162	POINT (-91.580193 43.084432)	10/01/2021
6216	Hy-Vee C-Store #3 / Cedar Rapids	A	2300 Bowling Green Street Southwest	Cedar Rapids	IA	52404	POINT (-91.657514 41.955637)	10/01/2021
5777	Casey's General Store #2610 / Atlantic	A	1408 E 7th St	Atlantic	IA	50022	POINT (-94.993002 41.403852)	10/01/2021
5329	DIVA & TEJ GAS & FOOD	A	2293 Hwy 30	Grand Mounds	IA	52751	POINT (-90.646331 41.828025)	10/01/2021
4902	Broadway Liquor	A	821 Broadway St	Waterloo	IA	50703	POINT (-92.345144 42.513772)	10/01/2021
3606	Scotty's Liquor Store	I	804 G Ave	Grundy Center	IA	50638	POINT (-92.77421500000001 42.361514)	10/01/2021
2715	Hy-Vee Food Store / Denison	A	1426 Broadway	Denison	IA	51442	POINT (-95.352494 42.016757)	10/01/2021
5062	Casey's General Store #2318 / Montro	A	111, Main St	Montrose	IA	52639	POINT (-91.415097 40.532149)	10/01/2021
5025	Hawkeye Convenience Stores / 1st Ave	I	1581 1st Ave SE	Cedar Rapids	IA	52403	POINT (-91.649817 41.98950200000001)	10/01/2021
4173	L and K Liquor	I	132 North Main St Po Box 306	Paullina	IA	51046	POINT (-95.687686 42.979946)	10/01/2021
5297	Yesway Store # 10018/ Webster City	A	1803 Superior St	Webster City	IA	50595	POINT (-93.815845 42.459531)	10/01/2021
3488	Bender's Foods	A	400 S Second	Bellevue	IA	52031	POINT (-90.42292 42.255449)	10/01/2021
5947	Johnson Ave BP / Cedar Rapids	I	4830 Johnson Ave	Cedar Rapids	IA	52405	POINT (-91.733362 41.968346)	10/01/2021
2460	Liquor Barn, Inc.	I	721 Central Avenue West	Hampton	IA	50441	POINT (-93.21693 42.741728)	10/01/2021
3901	Target Store T-0878 / Fort Dodge	A	2910  1 Ave S	Fort Dodge	IA	50501	POINT (-94.157366 42.505335)	10/01/2021
4325	Villisca Foods Inc.	I	509 S 3rd Ave	Villisca	IA	50864	POINT (-94.977264 40.927076)	10/01/2021
5237	World Liquor & Tobacco + Vape	A	606, N 15th St	Fort Dodge	IA	50501	POINT (-94.17795 42.512182)	10/01/2021
5974	Casey's General Store #14 / Carlisle	A	105 Hwy 5	Carlisle	IA	50047	POINT (-93.487027 41.494334)	10/01/2021
2558	Hy-Vee Food Store / Mount Pleasant	A	1700 E Washington	Mount Pleasant	IA	52641	POINT (-91.52888 40.962331000000006)	10/01/2021
3864	Hometown Foods / Schaller	I	201 S Main St Po Bx 40	Schaller	IA	51053	POINT (-95.29346 42.499481)	10/01/2021
4921	Market Express	A	5340 16th Ave SW	Cedar Rapids	IA	52404	POINT (-91.739906 41.963888)	10/01/2021
5312	B & K One Stop LLC, Washta	I	103 Hwy 31	Washta	IA	51061	POINT (-95.71228900000001 42.58255)	10/01/2021
2205	Ding's Honk And Holler	I	900 E Washington	Clarinda	IA	51632	POINT (-95.027238 40.739231)	10/01/2021
6006	Casey's General Store #2635 / Johnston	A	10010 NW 62nd Ave	Johnston	IA	50131	POINT (-93.7566 41.672892000000004)	10/01/2021
5597	Liquor Tobacco & Gas	A	1401 Central Ave	Dubuque	IA	52001	POINT (-90.66784 42.50649)	10/01/2021
5480	Casey's General Store #3385 / Orange City	A	704 8th St SE	Orange City	IA	51041	POINT (-96.049447 42.997508)	10/01/2021
3986	Siouxland Beverage	I	1203 5 St	Sioux City	IA	51101	POINT (-96.394671 42.495324)	10/01/2021
4688	Walgreens #10770 / Carroll	A	105 E 6th St	Carroll	IA	51401	POINT (-94.86677300000001 42.065531)	10/01/2021
3841	Hartig Drug Company #2 / Locust	A	157 Locust St	Dubuque	IA	52001	POINT (-90.665439 42.495308)	10/01/2021
3587	Save A Lot  #482	I	2122 Main St	Keokuk	IA	52632	POINT (-91.39688800000002 40.408821)	10/01/2021
2532	Hy-Vee Food Store #2 / Des Moines	A	2540 E Euclid	Des Moines	IA	50317	POINT (-93.569452 41.627838)	10/01/2021
6033	Casey's General Store #2477 / Le Mars	A	101 5th Ave SW	Le Mars	IA	51031	POINT (-96.173748 42.791494)	10/01/2021
4214	New Star Liquor / Lafayet / Waterloo	I	1309 Lafayette St	Waterloo	IA	50703	POINT (-92.3272 42.494092)	10/01/2021
5841	Sweetwater Spirits - Livermore	A	405 4th Avenue	Livermore	IA	50558	POINT (-94.185291 42.868501)	10/01/2021
6140	Royal Food & Liquor / Des Moines	A	1443 2nd Ave	Des Moines	IA	50314	POINT (-93.619783 41.605229)	10/01/2021
5518	Farm Fresh Foodtown & Liquor	A	306 S Washington St	Remsen	IA	51050	POINT (-95.973352 42.813338)	10/01/2021
3682	Jumbo's	A	110 E Main St	Wesley	IA	50483	POINT (-93.990256 43.088341)	10/01/2021
6106	Moes Mart #4 / Council Bluffs	A	2024 5th Ave	Council Bluffs	IA	51501	POINT (-95.874965 41.25712)	10/01/2021
5077	Wal-Mart 3150 / Council Bluffs	A	1800 N 16th St	Council Bluffs	IA	51501	POINT (-95.867459 41.27737)	10/01/2021
6121	Liquor Tobacco & Vape / Manchester	A	316 E Main St	Manchester	IA	52057	POINT (-91.454452 42.484001)	10/01/2021
5181	Casey's General Store #3434  /  Denv	A	1101, Jefferson St	Denver	IA	50622	POINT (-92.336974 42.661531)	10/01/2021
5120	Casey's General Store #3442 / Maplet	A	401, S  4th  St	Mapleton	IA	51034	POINT (-95.793241 42.16184700000001)	10/01/2021
4283	Guppys On The Go	I	680 Lindale Dr	Marion	IA	52302	POINT (-91.621476 42.033645)	10/01/2021
4514	Casey's General Store #2813 / Fort Dodge	A	1230 3rd Ave NW	Fort Dodge	IA	50501	POINT (-94.218425 42.515441)	10/01/2021
2653	Hy-Vee Wine and Spirits / Washington	A	1004 W Madison St	Washington	IA	52353	POINT (-91.704567 41.296576)	10/01/2021
4429	Kum & Go #32 / Colfax	A	1200 N Walnut St	Colfax	IA	50054	POINT (-93.247234 41.686844)	10/01/2021
5676	Family Pantry	A	4538 Lower Beaver Rd	Des Moines	IA	50310	POINT (-93.665871 41.638673)	10/01/2021
4110	Brothers Market, Inc.	A	706 Highway 57	Parkersburg	IA	50665	POINT (-92.785196 42.570357)	10/01/2021
5446	Pump N Pak	A	1004 Main St.	Rock Valley	IA	51247	POINT (-96.294824 43.200164)	10/01/2021
5544	Casey's General Store #2834 / Lenox	A	501 N Brooks St	Lenox	IA	50851	POINT (-94.56523 40.885861)	10/01/2021
4821	Casey's General Store #3215 / Oskaloosa	A	901 S Market St	Oskaloosa	IA	52577	POINT (-92.645075 41.287632)	10/01/2021
4883	K & L Foods	I	118, S Main St	Sigourney	IA	52591	POINT (-92.205098 41.332944)	10/01/2021
5044	Casey's General Store #3202 / Cresce	A	111, Mormon Bridge Rd	Crescent	IA	51526	POINT (-95.85894200000001 41.362302)	10/01/2021
5809	Casey's General Store #26 / Perry	A	2617 Willis Ave	Perry	IA	50220	POINT (-94.085866 41.838465)	10/01/2021
5141	Casey's General Store #3418 / Gowrie	A	1131, Market St	Gowrie	IA	50543	POINT (-94.290485 42.28056)	10/01/2021
2523	Hy-Vee Food Store / Centerville	A	609 N 18th	Centerville	IA	52544	POINT (-92.867967 40.737577)	10/01/2021
9910	Broadbent Distillery	I	6175 50th Ave	Norwalk	IA	50211	POINT (-93.712272 41.436457)	10/01/2021
4023	Wal-Mart 1389 / Boone	A	1515 SE Marshall St	Boone	IA	50036	POINT (-93.869892 42.035093)	10/01/2021
5867	k food mart / Monticello	I	616 S Main St	Monticello	IA	52310	POINT (-91.185929 42.232914)	10/01/2021
4866	Tobacco Hut #18 / Council Bluffs	A	429 Veterans Memorial	Council Bluffs	IA	51501	POINT (-95.851844 41.219624)	10/01/2021
3731	Wal-Mart 1241 / Davenport	A	5811 Elmore Ave	Davenport	IA	52807	POINT (-90.525525 41.580212)	10/01/2021
5979	Casey's General Store #2665 / Woodbine	A	602 Lincolnway St	Woodbine	IA	51579	POINT (-95.703113 41.738436)	10/01/2021
5576	Casey's General Store #3449 / Wapello	A	13410 IA Hwy 78	Wapello	IA	52653	POINT (-91.185031 41.087806)	10/01/2021
4863	White Cross Cellars	A	755 48th AVE	Amana	IA	52203	POINT (-91.865602 41.798346)	10/01/2021
3045	Britt Food Center	A	8 2nd St NW	Britt	IA	50423	POINT (-93.801917 43.098696)	10/01/2021
9926	Rumcoqui	I	202, 6th Street	West Des Moines	IA	50265	POINT (-93.710274 41.571342)	10/01/2021
5708	Brothers Market	A	103 W. Walnut	Williamsburg	IA	52361	POINT (-92.007391 41.662819)	10/01/2021
4668	Clear Lake Payless Foods	A	20 South 4th St	ClearLake	IA	50428	POINT (-93.380368 43.135941)	10/01/2021
4532	Casey's General Store #2274 / Sioux Rapids	A	720 Hwy 71	Sioux Rapids	IA	50585	POINT (-95.152943 42.88744)	10/01/2021
2692	Hy-Vee Fast & Fresh Express -Osceloa	A	518 West McLane Street	Osceola	IA	50213	POINT (-93.773044 41.030573)	10/01/2021
9031	Lonely Oak Distillery	I	1833 Elmwood Rd	Earling	IA	51530	POINT (-95.479709 41.770879)	10/01/2021
5064	Casey's General Store #2777 / Fairfa	A	65, Williams Blvd	Fairfax	IA	52228	POINT (-91.779035 41.929161)	10/01/2021
4418	KUM & GO #46 / WALNUT	A	1709 Antique City Dr	Walnut	IA	51577	POINT (-95.222087 41.494138)	10/01/2021
5273	Casey's General Store # 2598/ Pella	A	414 Clark Street	Pella	IA	50219		10/01/2021
9943	Red Boot Distillery	I	1300 SE Little Beaver Dr. Ste 101	Grimes	IA	50111	POINT (-93.78497 41.677167)	10/01/2021
4700	J & C Grocery / Allison	A	306, N Main	Allison	IA	50602	POINT (-92.795137 42.753203)	10/01/2021
5449	Mods Market	A	200 1st Ave NE Ste 124	Cedar Rapids	IA	52401	POINT (-91.668267 41.978996)	10/01/2021
5023	Hawkeye Convenience Stores / 16th Av	I	250 16th Ave SW	Cedar Rapids	IA	52404	POINT (-91.667665 41.961645)	10/01/2021
5961	Casey's General Store #63 / Rock Rapids	A	709 1st Ave	Rock Rapids	IA	51246	POINT (-96.175056 43.431854)	10/01/2021
6172	BP to Go / Hiawatha	A	975 Robins Road	Hiawatha	IA	52233	POINT (-91.672926 42.047323)	10/01/2021
6133	Lincoln Farm and Home 3 / Pacific Junction	A	18880 Hyland Ave	Pacific Junction	IA	51561		10/01/2021
5166	East Side Liquor and Groceries	I	1116 E Nevada St	Marshalltown	IA	50158	POINT (-92.893113 42.044345)	10/01/2021
3769	Wal-Mart 0753 / Cedar Fall	A	525 Brandilynn Blvd	Cedar Falls	IA	50613	POINT (-92.440394 42.485042)	10/01/2021
5486	Sixth St Big Discount Liquor & Tobacco	I	1105 6th St Ste 101	Nevada	IA	50201	POINT (-93.452305 42.021856)	10/01/2021
4167	Iowa Street Market, Inc.	I	1256 Iowa St	Dubuque	IA	52001	POINT (-90.668138 42.504959)	10/01/2021
2576	Hy-Vee Wine and Spirits / Storm Lake	A	1250 N Lake St	Storm Lake	IA	50588	POINT (-95.200758 42.65318400000001)	10/01/2021
2670	Hy-Vee Food Store / Coralville	A	2004 8th  St	Coralville	IA	52241	POINT (-91.591868 41.682337000000004)	10/01/2021
4375	Kum & Go #237 / Grimes	A	801 N 1st St	Grimes	IA	50111	POINT (-93.784145 41.688389)	10/01/2021
4490	Casey's General Store #2766 / Cedar Rapids	A	380 33rd Ave SW	Cedar Rapids	IA	52404	POINT (-91.67222100000001 41.944954)	10/01/2021
4733	Walgreens #03773 / Urbandale	A	4600 86th St	Urbandale	IA	50322	POINT (-93.736543 41.644387)	10/01/2021
4271	Fareway Stores #827 / Centerville	A	305 S 18th St	Centerville	IA	52544	POINT (-92.86793 40.73112)	10/01/2021
4990	Main Lil' Market	I	524 MAIN ST	Griswold	IA	51535	POINT (-95.14161 41.234743)	10/01/2021
6160	Bucky's Express #27 / Council Bluffs	A	2711 S 24th St	Council Bluffs	IA	51501	POINT (-95.879146 41.234683)	10/01/2021
5892	Garner Foods / Ft Madison	A	2236 Ave L	Fort Madison	IA	52627	POINT (-91.337828 40.627164)	10/01/2021
6176	Mini-mart / Cedar Falls	A	1420 W 1st St	Cedar Falls	IA	50613	POINT (-92.462826 42.537839)	10/01/2021
6125	Gateway Mart / Clinton	A	1930 Roosevelt St	Clinton	IA	52732	POINT (-90.180801 41.866271)	10/01/2021
2698	Hy-Vee Gas #4 - WDM	A	665 SOUTH 51ST STREET	West Des Moines	IA	50265	POINT (-93.772745 41.559764)	10/01/2021
5007	Brother's Market / Denver	A	1022 Skylar St	Denver	IA	50622	POINT (-92.336297 42.66167)	10/01/2021
5932	Iowa City BP	A	2875 Commerce Dr	Iowa City	IA	52240	POINT (-91.48050600000002 41.62847)	10/01/2021
4647	B and B EAST / Waterloo	I	1615 Bishop Ave	Waterloo	IA	50707	POINT (-92.293057 42.49807)	10/01/2021
3888	Wal-Mart 0647 / Grinnell	A	415 Industrial Ave	Grinnell	IA	50112	POINT (-92.730259 41.720919)	10/01/2021
2683	Hy-Vee Fast & Fresh / WDM	A	425 S Jordan Creek Pkwy	West Des Moines	IA	50266	POINT (-93.809467 41.563126)	10/01/2021
4561	Kroegers Liquor Co LLC	I	3539 Lafayette Rd	Evansdale	IA	50707	POINT (-92.289505 42.477712)	10/01/2021
2612	Hy-Vee Store / Perry	A	1215  141 St	Perry	IA	50220	POINT (-94.104501 41.830292)	10/01/2021
4387	KUM & GO #117 / Spirit Lake	A	300 18th St	Spirit Lake	IA	51360	POINT (-95.094324 43.422645)	10/01/2021
5663	Lake View Redemption & Liquor Store	A	502 5th St	Lake View	IA	51450	POINT (-95.051539 42.307764000000006)	10/01/2021
5216	Casey's General Store #2683  /  Runn	A	6301, SE 116th St	Runnells	IA	50237	POINT (-93.357883 41.522454)	10/01/2021
5090	Kum & Go #437 / Muscatine	I	709 Grandview Ave	Muscatine	IA	52761	POINT (-91.063509 41.408932)	10/01/2021
9947	Revelton Distilling Company	I	1400 W Clay St	Osceola	IA	50213	POINT (-93.787233 41.041472)	10/01/2021
2840	CVS Pharmacy #8633 / Bettendorf	A	2002 Spruce Hills Dr	Bettendorf	IA	52722	POINT (-90.503814 41.550134)	10/01/2021
5964	Casey's General Store #3032 / Chariton	A	335 N Main St	Chariton	IA	50049	POINT (-93.308367 41.017872)	10/01/2021
6042	Countryside Market / Minden	A	300 Main St	Minden	IA	51553	POINT (-95.541701 41.466967)	10/01/2021
5897	Tobacco Hut / Urbandale	A	6535  Douglas Ave	Urbandale	IA	50322	POINT (-93.707052 41.629397)	10/01/2021
3573	Quik Shop Foods / Four M In	I	405 S MADISON	Ottumwa	IA	52501	POINT (-92.41041400000002 40.999034)	10/01/2021
6027	Eddyville Travel Plaza BP	A	500 S Merino Ave	Eddyville	IA	52553	POINT (-92.628288 41.153359)	10/01/2021
6200	Hy-Vee C Store / Mt. Pleasant	A	1702 East Washington Street	Mount Pleasant	IA	52641	POINT (-91.52888 40.962331000000006)	10/01/2021
8809	Adventurous Brewing	I	1040 State St	Bettendorf	IA	52722	POINT (-90.51843 41.525127)	10/01/2021
5705	Keystone Liquor and Wine	I	517 2nd Street Suite #2	Coralville	IA	52241	POINT (-91.574095 41.671543)	10/01/2021
4511	Super Quick / SE 30 DM	A	303 SE 30th St	Des Moines	IA	50317	POINT (-93.558326 41.585264)	10/01/2021
9019	Dehner Distillery	I	7500 University Ave	Clive	IA	50325	POINT (-93.719833 41.60039)	10/01/2021
4895	Big Discount Liquor	I	5427 Center Point Rd NE	Cedar Rapids	IA	52402	POINT (-91.668086 42.033480000000004)	10/01/2021
5384	Casey's General Store # 2698/ Perry	A	1308 1st Street	Perry	IA	50220	POINT (-94.106584 41.840935)	10/01/2021
5617	Casey's General Store #2513 / Nashua	A	100 Amherst Blvd	Nashua	IA	50658	POINT (-92.54568 42.953436)	10/01/2021
4767	Casey's General Store #3075 / Ankeny	A	6981 NE 14th St	Ankeny	IA	50023	POINT (-93.600659 41.687793000000006)	10/01/2021
3916	Smokin' Joe's #5 Tobacco and Liquor Outlet	A	1115 Albia Rd	Ottumwa	IA	52501	POINT (-92.437224 41.009342)	10/01/2021
2569	Hy-Vee Food Store #2 / Cedar Rapids	A	279 Collins Road NE	Cedar Rapids	IA	52402	POINT (-91.630677 42.027805)	10/01/2021
5333	Fareway Stores #166/ Anamosa	A	402 E Main	Anamosa	IA	52205	POINT (-91.281344 42.108275)	10/01/2021
4806	Giri's Liquor Store / West Liberty	A	1006, N Columbus St	West Liberty	IA	52776	POINT (-91.260581 41.578585)	10/01/2021
4454	Kum & Go #248 / Sioux City	I	2026 Riverside Blvd	Sioux City	IA	51109	POINT (-96.474603 42.51496)	10/01/2021
5159	Kimmes Rockwell City Country Store #	A	730, High St	Rockwell City	IA	50579	POINT (-94.638843 42.39872)	10/01/2021
5910	Eldridge Mart	A	209 E. Le Claire Rd	Eldridge	IA	52748	POINT (-90.58154 41.654676)	10/01/2021
3829	Gary's Foods / Mt Vernon	A	715  1st Ave S	Mount Vernon	IA	52314	POINT (-91.422487 41.916708)	10/01/2021
6070	Big 10 Mart #11 / Dubuque	A	3300 Asbury Rd	Dubuque	IA	52001	POINT (-90.72112800000001 42.512464)	10/01/2021
5399	Casey's General Store # 1876/Manly	A	505 Hwy 65 S	Manly	IA	50456	POINT (-93.210905 43.283246)	10/01/2021
4744	Walgreens #03875 / Cedar Rapids	A	2821 1st Ave SE	Cedar Rapids	IA	52402	POINT (-91.634824 42.005508)	10/01/2021
4750	Walgreens #04041 / Davenport	A	1525 E Kimberly	Davenport	IA	52807	POINT (-90.552365 41.556786)	10/01/2021
6097	Brew Oil #51 / Sanborn	A	101 W 7th St	Sanborn	IA	51248	POINT (-95.656064 43.186035000000004)	10/01/2021
5745	Casey's General Store #3292	A	1906 3rd Ave Se	Independence	IA	50644	POINT (-91.890216 42.451427)	10/01/2021
6059	Casey's General Store #1793 / Iowa Falls	A	1801 Washington Ave	Iowa Falls	IA	50126	POINT (-93.279976 42.519662)	10/01/2021
5301	Yesway Store # 10012/ Ottumwa	A	2508 Court St N	Ottumwa	IA	52501	POINT (-92.409169 41.051858)	10/01/2021
5413	Lil' Chubs Corner Stop	A	712 S Oak St	Inwood	IA	51240	POINT (-96.430827 43.30226)	10/01/2021
6112	Moes Mart #14 / Jefferson	A	303 N Elm St	Jefferson	IA	50129	POINT (-94.377406 42.017634)	10/01/2021
2852	CVS Pharmacy #10329 / Merle Hay	A	2303 Merle Hay Rd	Des Moines	IA	50310	POINT (-93.697742 41.615221)	10/01/2021
5352	Casey's General Store # 3565/ Tripoli	A	600 7th Ave	Tripoli	IA	50676		10/01/2021
3790	Wal-Mart 0784 / Mt Pleasan	A	1045 N Grand Ave	Mt Pleasant	IA	52641	POINT (-91.539034 40.978416)	10/01/2021
3997	Wal-Mart 4606 / Osceola	A	2400 College Dr	Osceola	IA	50213	POINT (-93.800214 41.024891000000004)	10/01/2021
2564	Hy-Vee Food Store #4 / Waterloo	I	4000 University	Waterloo	IA	50701		10/01/2021
4203	Liquor and Tobacco Outlet /	A	620 W Bremer Ave	Waverly	IA	50677	POINT (-92.47898 42.725694)	10/01/2021
2178	Double D Liquor Store	I	618 Rossville Road	Waukon	IA	52172	POINT (-91.473634 43.262114)	10/01/2021
5533	Fareway Stores #183 / Fleur	A	4313 Fleur Dr	Des Moines	IA	50321	POINT (-93.644925 41.545286)	10/01/2021
4927	Kum & Go #576 / West Des Moines	I	3501 Ep True Pkwy	West Des Moines	IA	50265	POINT (-93.752572 41.570151)	10/01/2021
3400	Last Stop Beverage Shop	I	2839 E. UNIVERSITY	Des Moines	IA	50317	POINT (-93.561517 41.600476)	10/01/2021
5929	D&T's / Odebolt	A	417 1st St	Odebolt	IA	51458	POINT (-95.255961 42.313396000000004)	10/01/2021
5582	Casey's General Store #1398 / Roland	A	201 E Maple	Roland	IA	50236	POINT (-93.500072 42.166381)	10/01/2021
4455	Kum & Go #1959 / Eldora	A	2359 Edgington Ave	Eldora	IA	50627	POINT (-93.113653 42.360612)	10/01/2021
3696	Wal-Mart 1723 / Des Moines	A	5101 SE 14th St	Des Moines	IA	50315	POINT (-93.596755 41.53838)	10/01/2021
4132	Camanche Food Pride	A	908 7th Ave	Camanche	IA	52730	POINT (-90.257535 41.788751)	10/01/2021
4625	Kwik Shop #532 / Council Bluffs	I	1602 Avenue G	Council Bluffs	IA	51501	POINT (-95.867878 41.267987)	10/01/2021
2508	Hy-Vee Food Store #1 / Cedar Rapids	A	1843 Johnson Avenue, N.W.	Cedar Rapids	IA	52405	POINT (-91.697941 41.97447)	10/01/2021
4345	Lucky Mart	I	1031 West St	Grinnell	IA	50112	POINT (-92.727379 41.745903)	10/01/2021
4801	Walgreens #05852 / Des Moines	A	3030 University Ave	Des Moines	IA	50311	POINT (-93.658747 41.60037)	10/01/2021
5612	Casey's General Store #66 / LaPorte City	A	402 Hwy 218 N	La Porte City	IA	50651	POINT (-92.196459 42.319133)	10/01/2021
3952	Lot-A-Spirits	A	3780 State St	Bettendorf	IA	52722	POINT (-90.48065 41.529655)	10/01/2021
2594	Hy-Vee Food Store / Sioux City	A	4500 Sergeant Road	Sioux City	IA	51106	POINT (-96.346969 42.447396)	10/01/2021
4293	Eddyville Market and Deli L	A	121 Walnut	Eddyville	IA	52553	POINT (-92.63762 41.156476)	10/01/2021
3656	Target Store T-1767 / Ankeny	A	2135 SE Delaware Ave	Ankeny	IA	50021	POINT (-93.581201 41.708563)	10/01/2021
4900	Kwik Stop 4 / Waterloo	I	515 Broadway St	Waterloo	IA	50703	POINT (-92.345106 42.510792)	10/01/2021
6193	Hy-Vee C Store #5 / Cedar Rapids	A	1440 32nd St. NE	Cedar Rapids	IA	52402	POINT (-91.657622 42.010355)	10/01/2021
3562	Wal-Mart 0797 / W Burlington	A	324 West Agency Rd	West Burlington	IA	52655	POINT (-91.158407 40.813125)	10/01/2021
5501	Quik Trip #530 / Euclid	A	1424 E Euclid Ave	Des Moines	IA	50313	POINT (-93.599167 41.627782)	10/01/2021
2719	Hy-Vee Fast and Fresh / Waukee	A	2855 Grand Prairie Parkway	Waukee	IA	50263	POINT (-93.854377 41.581377)	10/01/2021
5381	Casey's General Store # 3546/ Monona	A	901 S Main St.	Monona	IA	52159		10/01/2021
4266	Wal-Mart 1683 / Shenandoah	A	705 S Fremont	Shenandoah	IA	51601	POINT (-95.385114 40.760282)	10/01/2021
5186	Casey's General Store #3452 / West U	A	102, E  Bradford St	West Union	IA	52175	POINT (-91.807488 42.96421000000001)	10/01/2021
5248	Liquor and Grocery Depot	I	114 N  Center  St	Marshalltown	IA	50158	POINT (-92.912975 42.051619)	10/01/2021
